id,rut,nombre_fantasia,razon_social,giro,dirección,ciudad,región,sitio_web
1,781527831,ServiML,Servicios mecánicos Martín López spa,Servicios mecánicos,"LAS LOMAS 108, LOCAL 28",Coquimbo,Coquimbo,ServiML.cl
